record_id	service_type	source_destination	canonical_destination	placeholders	template_text
standard-0191	Cruise	Stockholm	Stockholm	Destination;Time	Stockholm: Ferry Cruise to [Destination] - Departure from Stockholm: [Time] - Arrival at [Destination]: [Time] - Meeting point: Stockholm Cruise Harbor - Includes: Tickets
standard-0192	Train	Stockholm	Stockholm	Destination;Time	Stockholm: Train Transfer to [Destination] - Time: [Time] - Meeting point: Stockholm Train Station - Includes: Tickets
standard-0193	Coach	Stockholm	Stockholm	Destination;Time	Stockholm: Coach transfer to [Destination] - Time: [Time] - Meeting point: Stockholm Bus Station - Includes: Tickets
standard-0194	Hotel	Gothenburg	Gothenburg	BedType;HotelName;MealPlan;RoomCategory;X	Gothenburg: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0195	Leisure	Gothenburg	Gothenburg		Gothenburg: Spend time at leisure
standard-0196	Transfer	Gothenburg	Gothenburg	Destination	Gothenburg: Self transfer to [Destination]
standard-0197	Transfer	Gothenburg	Gothenburg	Destination	Gothenburg: Private transfer to [Destination]
standard-0198	Flight	Gothenburg	Gothenburg	Destination;Time	Gothenburg: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0199	Cruise	Gothenburg	Gothenburg	Destination;Time	Gothenburg: Ferry Cruise to [Destination] - Departure from Gothenburg: [Time] - Arrival at [Destination]: [Time] - Meeting point: Gothenburg Cruise Harbor - Includes: Tickets
standard-0200	Train	Gothenburg	Gothenburg	Destination;Time	Gothenburg: Train Transfer to [Destination] - Time: [Time] - Meeting point: Gothenburg Train Station - Includes: Tickets
standard-0201	Coach	Gothenburg	Gothenburg	Destination;Time	Gothenburg: Coach transfer to [Destination] - Time: [Time] - Meeting point: Gothenburg Bus Station - Includes: Tickets
standard-0202	Hotel	Malmö	Malmö	BedType;HotelName;MealPlan;RoomCategory;X	Malmö: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0203	Leisure	Malmö	Malmö		Malmö: Spend time at leisure
standard-0204	Transfer	Malmö	Malmö	Destination	Malmö: Self transfer to [Destination]
standard-0205	Transfer	Malmö	Malmö	Destination	Malmö: Private transfer to [Destination]
standard-0206	Flight	Malmö	Malmö	Destination;Time	Malmö: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0207	Train	Malmö	Malmö	Destination;Time	Malmö: Train Transfer to [Destination] - Time: [Time] - Meeting point: Malmö Train Station - Includes: Tickets
standard-0208	Coach	Malmö	Malmö	Destination;Time	Malmö: Coach transfer to [Destination] - Time: [Time] - Meeting point: Malmö Bus Station - Includes: Tickets
standard-0209	Hotel	Uppsala	Uppsala	BedType;HotelName;MealPlan;RoomCategory;X	Uppsala: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0210	Leisure	Uppsala	Uppsala		Uppsala: Spend time at leisure
standard-0211	Transfer	Uppsala	Uppsala	Destination	Uppsala: Self transfer to [Destination]
standard-0212	Transfer	Uppsala	Uppsala	Destination	Uppsala: Private transfer to [Destination]
standard-0213	Train	Uppsala	Uppsala	Destination;Time	Uppsala: Train Transfer to [Destination] - Time: [Time] - Meeting point: Uppsala Train Station - Includes: Tickets
standard-0214	Coach	Uppsala	Uppsala	Destination;Time	Uppsala: Coach transfer to [Destination] - Time: [Time] - Meeting point: Uppsala Bus Station - Includes: Tickets
standard-0215	Hotel	Kiruna	Kiruna	BedType;HotelName;MealPlan;RoomCategory;X	Kiruna: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0216	Leisure	Kiruna	Kiruna		Kiruna: Spend time at leisure
standard-0217	Transfer	Kiruna	Kiruna	Destination	Kiruna: Self transfer to [Destination]
standard-0218	Transfer	Kiruna	Kiruna	Destination	Kiruna: Private transfer to [Destination]
standard-0219	Flight	Kiruna	Kiruna	Destination;Time	Kiruna: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0220	Train	Kiruna	Kiruna	Destination;Time	Kiruna: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Kiruna Train Station - Includes: Tickets
standard-0221	Coach	Kiruna	Kiruna	Destination;Time	Kiruna: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kiruna Bus Station - Includes: Tickets
standard-0222	Hotel	Abisko	Abisko	BedType;HotelName;MealPlan;RoomCategory;X	Abisko: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0223	Leisure	Abisko	Abisko		Abisko: Spend time at leisure
standard-0224	Transfer	Abisko	Abisko	Destination	Abisko: Self transfer to [Destination]
standard-0225	Transfer	Abisko	Abisko	Destination	Abisko: Private transfer to [Destination]
standard-0226	Train	Abisko	Abisko	Destination;Time	Abisko: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Abisko Train Station - Includes: Tickets
standard-0227	Coach	Abisko	Abisko	Destination;Time	Abisko: Coach transfer to [Destination] - Time: [Time] - Meeting point: Abisko Bus Station - Includes: Tickets
standard-0228	Hotel	Jukkasjärvi	Jukkasjärvi	BedType;HotelName;MealPlan;RoomCategory;X	Jukkasjärvi: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0229	Leisure	Jukkasjärvi	Jukkasjärvi		Jukkasjärvi: Spend time at leisure
standard-0230	Transfer	Jukkasjärvi	Jukkasjärvi	Destination	Jukkasjärvi: Self transfer to [Destination]
standard-0231	Transfer	Jukkasjärvi	Jukkasjärvi	Destination	Jukkasjärvi: Private transfer to [Destination]
standard-0232	Coach	Jukkasjärvi	Jukkasjärvi	Destination;Time	Jukkasjärvi: Coach transfer to [Destination] - Time: [Time] - Meeting point: Jukkasjärvi Bus Station - Includes: Tickets
standard-0233	Hotel	Luleå	Luleå	BedType;HotelName;MealPlan;RoomCategory;X	Luleå: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0234	Leisure	Luleå	Luleå		Luleå: Spend time at leisure
standard-0235	Transfer	Luleå	Luleå	Destination	Luleå: Self transfer to [Destination]
standard-0236	Transfer	Luleå	Luleå	Destination	Luleå: Private transfer to [Destination]
standard-0237	Flight	Luleå	Luleå	Destination;Time	Luleå: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0238	Train	Luleå	Luleå	Destination;Time	Luleå: Arctic Train Transfer to [Destination] - Time: [Time] - Meeting point: Luleå Train Station - Includes: Tickets
standard-0239	Coach	Luleå	Luleå	Destination;Time	Luleå: Coach transfer to [Destination] - Time: [Time] - Meeting point: Luleå Bus Station - Includes: Tickets
standard-0240	Hotel	Östersund	Östersund	BedType;HotelName;MealPlan;RoomCategory;X	Östersund: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0241	Leisure	Östersund	Östersund		Östersund: Spend time at leisure
standard-0242	Transfer	Östersund	Östersund	Destination	Östersund: Self transfer to [Destination]
standard-0243	Transfer	Östersund	Östersund	Destination	Östersund: Private transfer to [Destination]
standard-0244	Flight	Östersund	Östersund	Destination;Time	Östersund: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0245	Train	Östersund	Östersund	Destination;Time	Östersund: Train Transfer to [Destination] - Time: [Time] - Meeting point: Östersund Train Station - Includes: Tickets
standard-0246	Coach	Östersund	Östersund	Destination;Time	Östersund: Coach transfer to [Destination] - Time: [Time] - Meeting point: Östersund Bus Station - Includes: Tickets
standard-0247	Hotel	Åre	Åre	BedType;HotelName;MealPlan;RoomCategory;X	Åre: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0248	Leisure	Åre	Åre		Åre: Spend time at leisure
standard-0249	Transfer	Åre	Åre	Destination	Åre: Self transfer to [Destination]
standard-0250	Transfer	Åre	Åre	Destination	Åre: Private transfer to [Destination]
standard-0251	Train	Åre	Åre	Destination;Time	Åre: Train Transfer to [Destination] - Time: [Time] - Meeting point: Åre Train Station - Includes: Tickets
standard-0252	Coach	Åre	Åre	Destination;Time	Åre: Coach transfer to [Destination] - Time: [Time] - Meeting point: Åre Bus Station - Includes: Tickets
standard-0253	Hotel	Visby / Gotland	Visby / Gotland	BedType;HotelName;MealPlan;RoomCategory;X	Visby / Gotland: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0254	Leisure	Visby / Gotland	Visby / Gotland		Visby / Gotland: Spend time at leisure
standard-0255	Transfer	Visby / Gotland	Visby / Gotland	Destination	Visby / Gotland: Self transfer to [Destination]
standard-0256	Transfer	Visby / Gotland	Visby / Gotland	Destination	Visby / Gotland: Private transfer to [Destination]
standard-0257	Flight	Visby / Gotland	Visby / Gotland	Destination;Time	Visby / Gotland: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0258	Cruise	Visby / Gotland	Visby / Gotland	Destination;Time	Visby / Gotland: Ferry Cruise to [Destination] - Departure from Visby / Gotland: [Time] - Arrival at [Destination]: [Time] - Meeting point: Visby Cruise Harbor - Includes: Tickets
standard-0259	Coach	Visby / Gotland	Visby / Gotland	Destination;Time	Visby / Gotland: Coach transfer to [Destination] - Time: [Time] - Meeting point: Visby Bus Station - Includes: Tickets
standard-0260	Hotel	Kalmar	Kalmar	BedType;HotelName;MealPlan;RoomCategory;X	Kalmar: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0261	Leisure	Kalmar	Kalmar		Kalmar: Spend time at leisure
standard-0262	Transfer	Kalmar	Kalmar	Destination	Kalmar: Self transfer to [Destination]
standard-0263	Transfer	Kalmar	Kalmar	Destination	Kalmar: Private transfer to [Destination]
standard-0264	Flight	Kalmar	Kalmar	Destination;Time	Kalmar: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0265	Train	Kalmar	Kalmar	Destination;Time	Kalmar: Train Transfer to [Destination] - Time: [Time] - Meeting point: Kalmar Train Station - Includes: Tickets
standard-0266	Coach	Kalmar	Kalmar	Destination;Time	Kalmar: Coach transfer to [Destination] - Time: [Time] - Meeting point: Kalmar Bus Station - Includes: Tickets
standard-0267	Hotel	Växjö	Växjö	BedType;HotelName;MealPlan;RoomCategory;X	Växjö: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0268	Leisure	Växjö	Växjö		Växjö: Spend time at leisure
standard-0269	Transfer	Växjö	Växjö	Destination	Växjö: Self transfer to [Destination]
standard-0270	Transfer	Växjö	Växjö	Destination	Växjö: Private transfer to [Destination]
standard-0271	Flight	Växjö	Växjö	Destination;Time	Växjö: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0272	Train	Växjö	Växjö	Destination;Time	Växjö: Train Transfer to [Destination] - Time: [Time] - Meeting point: Växjö Train Station - Includes: Tickets
standard-0273	Coach	Växjö	Växjö	Destination;Time	Växjö: Coach transfer to [Destination] - Time: [Time] - Meeting point: Växjö Bus Station - Includes: Tickets
standard-0274	Hotel	Karlstad	Karlstad	BedType;HotelName;MealPlan;RoomCategory;X	Karlstad: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0275	Leisure	Karlstad	Karlstad		Karlstad: Spend time at leisure
standard-0276	Transfer	Karlstad	Karlstad	Destination	Karlstad: Self transfer to [Destination]
standard-0277	Transfer	Karlstad	Karlstad	Destination	Karlstad: Private transfer to [Destination]
standard-0278	Flight	Karlstad	Karlstad	Destination;Time	Karlstad: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0279	Train	Karlstad	Karlstad	Destination;Time	Karlstad: Train Transfer to [Destination] - Time: [Time] - Meeting point: Karlstad Train Station - Includes: Tickets
standard-0280	Coach	Karlstad	Karlstad	Destination;Time	Karlstad: Coach transfer to [Destination] - Time: [Time] - Meeting point: Karlstad Bus Station - Includes: Tickets
standard-0281	Hotel	Helsingborg	Helsingborg	BedType;HotelName;MealPlan;RoomCategory;X	Helsingborg: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0282	Leisure	Helsingborg	Helsingborg		Helsingborg: Spend time at leisure
standard-0283	Transfer	Helsingborg	Helsingborg	Destination	Helsingborg: Self transfer to [Destination]
standard-0284	Transfer	Helsingborg	Helsingborg	Destination	Helsingborg: Private transfer to [Destination]
standard-0285	Cruise	Helsingborg	Helsingborg	Destination;Time	Helsingborg: Ferry Cruise to [Destination] - Departure from Helsingborg: [Time] - Arrival at [Destination]: [Time] - Meeting point: Helsingborg Cruise Harbor - Includes: Tickets
standard-0286	Train	Helsingborg	Helsingborg	Destination;Time	Helsingborg: Train Transfer to [Destination] - Time: [Time] - Meeting point: Helsingborg Train Station - Includes: Tickets
standard-0287	Coach	Helsingborg	Helsingborg	Destination;Time	Helsingborg: Coach transfer to [Destination] - Time: [Time] - Meeting point: Helsingborg Bus Station - Includes: Tickets
standard-0288	Hotel	Ystad	Ystad	BedType;HotelName;MealPlan;RoomCategory;X	Ystad: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0289	Leisure	Ystad	Ystad		Ystad: Spend time at leisure
standard-0290	Transfer	Ystad	Ystad	Destination	Ystad: Self transfer to [Destination]
standard-0291	Transfer	Ystad	Ystad	Destination	Ystad: Private transfer to [Destination]
standard-0292	Cruise	Ystad	Ystad	Destination;Time	Ystad: Ferry Cruise to [Destination] - Departure from Ystad: [Time] - Arrival at [Destination]: [Time] - Meeting point: Ystad Cruise Harbor - Includes: Tickets
standard-0293	Train	Ystad	Ystad	Destination;Time	Ystad: Train Transfer to [Destination] - Time: [Time] - Meeting point: Ystad Train Station - Includes: Tickets
standard-0294	Coach	Ystad	Ystad	Destination;Time	Ystad: Coach transfer to [Destination] - Time: [Time] - Meeting point: Ystad Bus Station - Includes: Tickets
standard-0295	Hotel	Umeå	Umeå	BedType;HotelName;MealPlan;RoomCategory;X	Umeå: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0296	Leisure	Umeå	Umeå		Umeå: Spend time at leisure
standard-0297	Transfer	Umeå	Umeå	Destination	Umeå: Self transfer to [Destination]
standard-0298	Transfer	Umeå	Umeå	Destination	Umeå: Private transfer to [Destination]
standard-0299	Flight	Umeå	Umeå	Destination;Time	Umeå: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0300	Cruise	Umeå	Umeå	Destination;Time	Umeå: Ferry Cruise to [Destination] - Departure from Umeå: [Time] - Arrival at [Destination]: [Time] - Meeting point: Umeå Cruise Harbor - Includes: Tickets
standard-0301	Train	Umeå	Umeå	Destination;Time	Umeå: Train Transfer to [Destination] - Time: [Time] - Meeting point: Umeå Train Station - Includes: Tickets
standard-0302	Coach	Umeå	Umeå	Destination;Time	Umeå: Coach transfer to [Destination] - Time: [Time] - Meeting point: Umeå Bus Station - Includes: Tickets
standard-0303	Hotel	Sundsvall	Sundsvall	BedType;HotelName;MealPlan;RoomCategory;X	Sundsvall: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0304	Leisure	Sundsvall	Sundsvall		Sundsvall: Spend time at leisure
standard-0305	Transfer	Sundsvall	Sundsvall	Destination	Sundsvall: Self transfer to [Destination]
standard-0306	Transfer	Sundsvall	Sundsvall	Destination	Sundsvall: Private transfer to [Destination]
standard-0307	Flight	Sundsvall	Sundsvall	Destination;Time	Sundsvall: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0308	Train	Sundsvall	Sundsvall	Destination;Time	Sundsvall: Train Transfer to [Destination] - Time: [Time] - Meeting point: Sundsvall Train Station - Includes: Tickets
standard-0309	Coach	Sundsvall	Sundsvall	Destination;Time	Sundsvall: Coach transfer to [Destination] - Time: [Time] - Meeting point: Sundsvall Bus Station - Includes: Tickets
standard-0310	Hotel	Norrköping	Norrköping	BedType;HotelName;MealPlan;RoomCategory;X	Norrköping: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0311	Leisure	Norrköping	Norrköping		Norrköping: Spend time at leisure
standard-0312	Transfer	Norrköping	Norrköping	Destination	Norrköping: Self transfer to [Destination]
standard-0313	Transfer	Norrköping	Norrköping	Destination	Norrköping: Private transfer to [Destination]
standard-0314	Train	Norrköping	Norrköping	Destination;Time	Norrköping: Train Transfer to [Destination] - Time: [Time] - Meeting point: Norrköping Train Station - Includes: Tickets
standard-0315	Coach	Norrköping	Norrköping	Destination;Time	Norrköping: Coach transfer to [Destination] - Time: [Time] - Meeting point: Norrköping Bus Station - Includes: Tickets
standard-0316	Hotel	Linköping	Linköping	BedType;HotelName;MealPlan;RoomCategory;X	Linköping: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0317	Leisure	Linköping	Linköping		Linköping: Spend time at leisure
standard-0318	Transfer	Linköping	Linköping	Destination	Linköping: Self transfer to [Destination]
standard-0319	Transfer	Linköping	Linköping	Destination	Linköping: Private transfer to [Destination]
standard-0320	Flight	Linköping	Linköping	Destination;Time	Linköping: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0321	Train	Linköping	Linköping	Destination;Time	Linköping: Train Transfer to [Destination] - Time: [Time] - Meeting point: Linköping Train Station - Includes: Tickets
standard-0322	Coach	Linköping	Linköping	Destination;Time	Linköping: Coach transfer to [Destination] - Time: [Time] - Meeting point: Linköping Bus Station - Includes: Tickets
standard-0323	Hotel	Mora / Dalarna	Mora / Dalarna	BedType;HotelName;MealPlan;RoomCategory;X	Mora / Dalarna: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0324	Leisure	Mora / Dalarna	Mora / Dalarna		Mora / Dalarna: Spend time at leisure
standard-0325	Transfer	Mora / Dalarna	Mora / Dalarna	Destination	Mora / Dalarna: Self transfer to [Destination]
standard-0326	Transfer	Mora / Dalarna	Mora / Dalarna	Destination	Mora / Dalarna: Private transfer to [Destination]
standard-0327	Train	Mora / Dalarna	Mora / Dalarna	Destination;Time	Mora / Dalarna: Train Transfer to [Destination] - Time: [Time] - Meeting point: Mora Train Station - Includes: Tickets
standard-0328	Coach	Mora / Dalarna	Mora / Dalarna	Destination;Time	Mora / Dalarna: Coach transfer to [Destination] - Time: [Time] - Meeting point: Mora Bus Station - Includes: Tickets
standard-0329	Hotel	Copenhagen	Copenhagen	BedType;HotelName;MealPlan;RoomCategory;X	Copenhagen: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0330	Leisure	Copenhagen	Copenhagen		Copenhagen: Spend time at leisure
standard-0331	Transfer	Copenhagen	Copenhagen	Destination	Copenhagen: Self transfer to [Destination]
standard-0332	Transfer	Copenhagen	Copenhagen	Destination	Copenhagen: Private transfer to [Destination]
standard-0333	Flight	Copenhagen	Copenhagen	Destination;Time	Copenhagen: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0334	Cruise	Copenhagen	Copenhagen	Destination;Time	Copenhagen: Ferry Cruise to [Destination] - Departure from Copenhagen: [Time] - Arrival at [Destination]: [Time] - Meeting point: Copenhagen Cruise Harbor - Includes: Tickets
standard-0335	Train	Copenhagen	Copenhagen	Destination;Time	Copenhagen: Train Transfer to [Destination] - Time: [Time] - Meeting point: Copenhagen Train Station - Includes: Tickets
standard-0336	Coach	Copenhagen	Copenhagen	Destination;Time	Copenhagen: Coach transfer to [Destination] - Time: [Time] - Meeting point: Copenhagen Bus Station - Includes: Tickets
standard-0337	Hotel	Aarhus	Aarhus	BedType;HotelName;MealPlan;RoomCategory;X	Aarhus: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0338	Leisure	Aarhus	Aarhus		Aarhus: Spend time at leisure
standard-0339	Transfer	Aarhus	Aarhus	Destination	Aarhus: Self transfer to [Destination]
standard-0340	Transfer	Aarhus	Aarhus	Destination	Aarhus: Private transfer to [Destination]
standard-0341	Flight	Aarhus	Aarhus	Destination;Time	Aarhus: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0342	Cruise	Aarhus	Aarhus	Destination;Time	Aarhus: Ferry Cruise to [Destination] - Departure from Aarhus: [Time] - Arrival at [Destination]: [Time] - Meeting point: Aarhus Cruise Harbor - Includes: Tickets
standard-0343	Train	Aarhus	Aarhus	Destination;Time	Aarhus: Train Transfer to [Destination] - Time: [Time] - Meeting point: Aarhus Train Station - Includes: Tickets
standard-0344	Coach	Aarhus	Aarhus	Destination;Time	Aarhus: Coach transfer to [Destination] - Time: [Time] - Meeting point: Aarhus Bus Station - Includes: Tickets
standard-0345	Hotel	Odense	Odense	BedType;HotelName;MealPlan;RoomCategory;X	Odense: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0346	Leisure	Odense	Odense		Odense: Spend time at leisure
standard-0347	Transfer	Odense	Odense	Destination	Odense: Self transfer to [Destination]
standard-0348	Transfer	Odense	Odense	Destination	Odense: Private transfer to [Destination]
standard-0349	Train	Odense	Odense	Destination;Time	Odense: Train Transfer to [Destination] - Time: [Time] - Meeting point: Odense Train Station - Includes: Tickets
standard-0350	Coach	Odense	Odense	Destination;Time	Odense: Coach transfer to [Destination] - Time: [Time] - Meeting point: Odense Bus Station - Includes: Tickets
standard-0351	Hotel	Aalborg	Aalborg	BedType;HotelName;MealPlan;RoomCategory;X	Aalborg: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0352	Leisure	Aalborg	Aalborg		Aalborg: Spend time at leisure
standard-0353	Transfer	Aalborg	Aalborg	Destination	Aalborg: Self transfer to [Destination]
standard-0354	Transfer	Aalborg	Aalborg	Destination	Aalborg: Private transfer to [Destination]
standard-0355	Flight	Aalborg	Aalborg	Destination;Time	Aalborg: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0356	Train	Aalborg	Aalborg	Destination;Time	Aalborg: Train Transfer to [Destination] - Time: [Time] - Meeting point: Aalborg Train Station - Includes: Tickets
standard-0357	Coach	Aalborg	Aalborg	Destination;Time	Aalborg: Coach transfer to [Destination] - Time: [Time] - Meeting point: Aalborg Bus Station - Includes: Tickets
standard-0358	Hotel	Billund	Billund	BedType;HotelName;MealPlan;RoomCategory;X	Billund: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0359	Leisure	Billund	Billund		Billund: Spend time at leisure
standard-0360	Transfer	Billund	Billund	Destination	Billund: Self transfer to [Destination]
standard-0361	Transfer	Billund	Billund	Destination	Billund: Private transfer to [Destination]
standard-0362	Flight	Billund	Billund	Destination;Time	Billund: Flight to [Destination] - Time: [Time] - Includes: Tickets, Luggage included (1 x 23 kg check in and 1 x 8 kg carry on per person)
standard-0363	Coach	Billund	Billund	Destination;Time	Billund: Coach transfer to [Destination] - Time: [Time] - Meeting point: Billund Bus Station - Includes: Tickets
standard-0364	Hotel	Esbjerg	Esbjerg	BedType;HotelName;MealPlan;RoomCategory;X	Esbjerg: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0365	Leisure	Esbjerg	Esbjerg		Esbjerg: Spend time at leisure
standard-0366	Transfer	Esbjerg	Esbjerg	Destination	Esbjerg: Self transfer to [Destination]
standard-0367	Transfer	Esbjerg	Esbjerg	Destination	Esbjerg: Private transfer to [Destination]
standard-0368	Cruise	Esbjerg	Esbjerg	Destination;Time	Esbjerg: Ferry Cruise to [Destination] - Departure from Esbjerg: [Time] - Arrival at [Destination]: [Time] - Meeting point: Esbjerg Cruise Harbor - Includes: Tickets
standard-0369	Train	Esbjerg	Esbjerg	Destination;Time	Esbjerg: Train Transfer to [Destination] - Time: [Time] - Meeting point: Esbjerg Train Station - Includes: Tickets
standard-0370	Coach	Esbjerg	Esbjerg	Destination;Time	Esbjerg: Coach transfer to [Destination] - Time: [Time] - Meeting point: Esbjerg Bus Station - Includes: Tickets
standard-0371	Hotel	Ribe	Ribe	BedType;HotelName;MealPlan;RoomCategory;X	Ribe: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0372	Leisure	Ribe	Ribe		Ribe: Spend time at leisure
standard-0373	Transfer	Ribe	Ribe	Destination	Ribe: Self transfer to [Destination]
standard-0374	Transfer	Ribe	Ribe	Destination	Ribe: Private transfer to [Destination]
standard-0375	Train	Ribe	Ribe	Destination;Time	Ribe: Train Transfer to [Destination] - Time: [Time] - Meeting point: Ribe Train Station - Includes: Tickets
standard-0376	Coach	Ribe	Ribe	Destination;Time	Ribe: Coach transfer to [Destination] - Time: [Time] - Meeting point: Ribe Bus Station - Includes: Tickets
standard-0377	Hotel	Skagen	Skagen	BedType;HotelName;MealPlan;RoomCategory;X	Skagen: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0378	Leisure	Skagen	Skagen		Skagen: Spend time at leisure
standard-0379	Transfer	Skagen	Skagen	Destination	Skagen: Self transfer to [Destination]
standard-0380	Transfer	Skagen	Skagen	Destination	Skagen: Private transfer to [Destination]
standard-0381	Train	Skagen	Skagen	Destination;Time	Skagen: Train Transfer to [Destination] - Time: [Time] - Meeting point: Skagen Train Station - Includes: Tickets
standard-0382	Coach	Skagen	Skagen	Destination;Time	Skagen: Coach transfer to [Destination] - Time: [Time] - Meeting point: Skagen Bus Station - Includes: Tickets
standard-0383	Hotel	Roskilde	Roskilde	BedType;HotelName;MealPlan;RoomCategory;X	Roskilde: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0384	Leisure	Roskilde	Roskilde		Roskilde: Spend time at leisure
standard-0385	Transfer	Roskilde	Roskilde	Destination	Roskilde: Self transfer to [Destination]
standard-0386	Transfer	Roskilde	Roskilde	Destination	Roskilde: Private transfer to [Destination]
standard-0387	Train	Roskilde	Roskilde	Destination;Time	Roskilde: Train Transfer to [Destination] - Time: [Time] - Meeting point: Roskilde Train Station - Includes: Tickets
standard-0388	Coach	Roskilde	Roskilde	Destination;Time	Roskilde: Coach transfer to [Destination] - Time: [Time] - Meeting point: Roskilde Bus Station - Includes: Tickets
standard-0389	Hotel	Bornholm / Rønne	Bornholm / Rønne	BedType;HotelName;MealPlan;RoomCategory;X	Bornholm / Rønne: Check in to your accommodation for a [X] night stay - [HotelName] - [RoomCategory] - [BedType] - [MealPlan]
standard-0390	Leisure	Bornholm / Rønne	Bornholm / Rønne		Bornholm / Rønne: Spend time at leisure
